"","名稱","地址","服務","latitude","longitude"
"421","美美 養生館","622台灣嘉義縣大林鎮中正路365號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.601413980872,120.45254602118
"422","小園健康養生館","613台灣嘉義縣朴子市四維路二段426號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理芳療SPA被動式瑜伽踩背",23.462943012576,120.236615873983
"423","阿信養生館","608台灣嘉義縣水上鄉中山路二段396號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理修凍甲泰式SPA被動式瑜伽",23.433788196851,120.398724563605
"424","紫羅蘭泰式養生館","710台灣台南市永康區永大路二段1346號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.022460212476,120.261451536911
"425","薇艾SPA時尚會館","510台灣彰化縣員林市至賢街88號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.957868997919,120.564731005842
"426","128養生館","241台灣新北市三重區光興街128號","全身按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩芳療SPA",25.059533210033,121.494910196166
"427","玉珊男女美容坊","265台灣宜蘭縣羅東鎮黎明街25號","全身按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩芳療SPA泰式SPA",24.678511002417,121.77572499112
"428","采欣越式按摩","801台灣高雄市前金區七賢二路201號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",22.632439989891,120.294167027014
"429","人蔘足體養身會館","403台灣台中市西區臺灣大道二段357號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓東方指壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩修凍甲修腳皮足湯",24.154004987401,120.664460985299
"430","美芙泰式按摩","320台灣桃園市中壢區中明路82號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",24.957840985133,121.214977009788
"431","馨悅養生會館","510台灣彰化縣員林市中山路426-2號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.999062735671,120.621360160148
"432","好可愛美容生活館","830台灣高雄市鳳山區鳳頂路99號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",22.586885016685,120.358587987888
"433","天麗養生館","812台灣高雄市小港區中安路579號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",22.584966985781,120.355401020663
"434","心越養生館(越式洗頭)","820台灣高雄市岡山區維新東街26號","肩頸按摩指壓越式按摩休閒舒壓經絡按摩臉部護膚臉部按摩洗頭",22.793779011254,120.297966962819
"435","JoJoSpa會館","407台灣台中市西屯區文心路三段115號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩歐式按摩瑞典式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩局部護理臉部護膚芳療SPA泰式SPA",24.168783498075,120.654785586826
"436","羽岑足體養生館","220台灣新北市板橋區中山路一段39號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩休閒舒壓經絡按摩拔罐刮痧精油按摩局部護理臉部護膚臉部按摩修腳皮掏耳朵洗頭",25.009159019687,121.460727034817
"437","享嬡SPA會館","801台灣高雄市前金區七賢二路328號2樓","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",22.63159152597,120.290640006486
"438","星辰按摩美容館","220台灣新北市板橋區南門街67號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",25.008090704218,121.457039165058
"439","金玉養生館","802台灣高雄市苓雅區復興二路33-1號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",22.618891020594,120.310654984932
"440","足好康足體養生館","950台灣台東縣台東市福建路236號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA全身去角質踩背",22.751809983864,121.151708979696
"441","泰享養生舒壓工作室","220台灣新北市板橋區大同街8巷6號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",25.026511780464,121.477076775151
"442","木子李足體工坊","950台灣台東縣台東市博愛路460-1號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓東方指壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩足湯芳療SPA",22.754826002174,121.146269962725
"443","黃玫瑰男女按摩越式洗頭","920台灣屏東縣潮州鎮延平路162號","腳底按摩肩頸按摩越式按摩放鬆按摩休閒舒壓局部護理臉部護膚臉部按摩修凍甲美容SPA掏耳朵洗頭",22.555470984688,120.540589029221
"444","京城養生館","820台灣高雄市岡山區大德三路84號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩經絡按摩中式推拿拔罐刮痧精油按摩",22.789106995126,120.297853610773
"445","釆逸美妍泰式按摩","900台灣屏東縣屏東市自由路西段240號","全身按摩腳底按摩肩頸按摩背部按摩油壓泰式按摩休閒舒壓經絡按摩精油按摩局部護理修凍甲修腳皮足湯芳療SPA泰式SPA被動式瑜伽踩背",22.667225013798,120.478871986493
"446","欣蒂泰式推拿養生館","928台灣屏東縣東港鎮水源路118號之3","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",22.467112020807,120.459972974127
"447","康妮養生會館","300台灣新竹市東區西大路132號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理足湯芳療SPA泰式SPA被動式瑜伽",24.796741602382,120.970171876703
"448","鳳金SPA養生館","900台灣屏東縣屏東市民生路69-6號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",22.665344994825,120.501400027658
"449","沐蘭泰式男女養生館","920台灣屏東縣潮州鎮介壽路24-1號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",22.545374982313,120.536735030141
"450","水越養身館","330台灣桃園市桃園區大仁路30號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",24.973147010884,121.323666992282
"451","旭陽足體養生館","900台灣屏東縣屏東市復興路183號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓東方指壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩芳療SPA",22.66493599986,120.488531962265
"452","洪海筋絡推拿","900台灣屏東縣屏東市公園路96號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓台式按摩中式按摩經絡按摩中式推拿拔罐刮痧局部護理",22.67551523263,120.486223108164
"453","雅婷養生館","880台灣澎湖縣馬公市建國路14巷5號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.565921985342,119.566430998764
"454","甜心傳統整復推拿館","434台灣台中市龍井區沙田路五段103號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA筋骨整復",24.206952002927,120.548858028161
"455","法緻SPA精品會館","800台灣高雄市新興區和平一路199號7樓","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓精油按摩局部護理芳療SPA泰式SPA歐式SPA被動式瑜伽",22.631115984466,120.317484978734
"456","麗都養生會館","434台灣台中市龍井區沙田路五段267號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿滑罐拔罐刮痧精油按摩局部護理",24.200007596146,120.54699858676
"457","薇登養生館","893台灣金門縣金城鎮浯江北堤路65號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA",24.429307930749,118.315687052875
"458","養晶殿泰式養生館","116台灣台北市文山區羅斯福路六段190號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩精油按摩局部護理足湯芳療SPA泰式SPA被動式瑜伽踩背",24.994028008075,121.540898010852
"459","戴林泰式按摩","324台灣桃園市平鎮區貿三路10號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩精油按摩足湯芳療SPA泰式SPA被動式瑜伽踩背",24.927502016037,121.252197018476
"460","泰吉來美容坊","105台灣台北市松山區八德路四段262號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",25.048904998716,121.566314036756
"461","皇品泰式按摩","116台灣台北市文山區木新路三段188號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩刮痧精油按摩局部護理足湯芳療SPA泰式SPA被動式瑜伽全身去角質踩背",24.981811007011,121.560285017621
"462","淞SPA舒壓整復","265台灣宜蘭縣羅東鎮西安街385巷157號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理足湯芳療SPA泰式SPA薰香耳燭踩背",24.667817998988,121.759916973188
"463","淞殿堂養身行館","265台灣宜蘭縣羅東鎮中正北路165號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理足湯",24.683841012737,121.771146041235
"464","恏足益足體養生館(舊安心圓)","116台灣台北市文山區木新路三段278巷10號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓東方指壓台式按摩中式按摩穴道按摩經絡按摩中式推拿拔罐刮痧精油按摩修腳皮足湯",24.981884013387,121.558002960662
"465","春天健康養生館","300台灣新竹市東區忠孝路13號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA",24.800759802945,120.989857363044
"466","668泰式養生館","900台灣屏東縣屏東市建國路163號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",22.664773013752,120.47233896352
"467","棕櫚樹足體養生館","104台灣台北市中山區天津街60號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩經絡按摩中式推拿拔罐刮痧精油按摩修凍甲修腳皮足湯芳療SPA掏耳朵",25.051232996394,121.523264277109
"468","泰喜養生館","116台灣台北市文山區興隆路二段220巷27號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法深層組織按摩休閒舒壓經絡按摩精油按摩芳療SPA泰式SPA被動式瑜伽踩背",25.000628002454,121.552417008929
"469","四季美學館","302台灣新竹縣竹北市嘉豐五路二段27號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",24.810078593348,121.026837900759
"470","采欣越式洗髮","814台灣高雄市仁武區鳳仁路13-1號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩精油按摩局部護理臉部護膚臉部按摩修凍甲修腳皮足湯芳療SPA美容SPA泰式SPA薰香耳燭掏耳朵被動式瑜伽踩背美甲美髮洗頭",22.676370005438,120.358107034284
"471","濠湧足體養生會館","435台灣台中市梧棲區中華路二段359號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩穴道按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理臉部護膚修凍甲修腳皮足湯芳療SPA掏耳朵",24.251474996214,120.555834034717
"472","晶漾時尚會館","10491台灣台北市中山區長春路320號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理足湯芳療SPA泰式SPA被動式瑜伽踩背",25.054482987642,121.540640015872
"473","舒康SPA館","115台灣台北市南港區中南街46-1號","全身按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩芳療SPA泰式SPA",25.054001992128,121.615133006878
"474","雅甄男女養生洗頭","111台灣台北市士林區中山北路六段297號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓泰式按摩越式按摩休閒舒壓局部護理臉部護膚臉部按摩掏耳朵美甲美睫洗頭",25.1106059901,121.525389981235
"475","新樂園男女舒壓會館","103台灣台北市大同區重慶北路二段111號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",25.057383000412,121.513909959008
"476","金緹娜男女養生會館","526台灣彰化縣二林鎮力行街119號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.899717793912,120.384132933886
"477","麗都男女刮痧舒筋","526台灣彰化縣二林鎮力行街70號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.898277983022,120.384253962144
"478","小香香養生會館","526台灣彰化縣二林鎮力行街67號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.898262979415,120.383887002423
"479","秀秀男女養生館(舊風采)","600台灣嘉義市西區世賢路四段342號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.462909987878,120.449310019822
"480","紫蘿嵐SPA養生館","638台灣雲林縣麥寮鄉沙崙後8-60號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",23.7874593,120.237025
"481","金賀足體養生按摩館","500台灣彰化縣彰化市永安街315號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓東方指壓台式按摩中式按摩經絡按摩中式推拿拔罐刮痧精油按摩局部護理足湯",24.090941014742,120.543041993185
"482","富麗足體養生坊","115台灣台北市南港區研究院路一段99-7號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩足湯芳療SPA",25.051975415578,121.616637474679
"483","Mini兔SPA館養生館","324台灣桃園市平鎮區工業一路2-17號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩深層組織按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理臉部護膚芳療SPA泰式SPA薰香耳燭掏耳朵全身去角質除毛",24.900630011643,121.204739017973
"484","金樂天養生館","220台灣新北市板橋區南雅西路二段152號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理芳療SPA",25.013271013747,121.451857975429
"485","禾康泰式SPA","115台灣台北市南港區忠孝東路七段603號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法深層組織按摩休閒舒壓經絡按摩精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",25.05327201218,121.614935026325
"486","姊妹 養生館","330台灣桃園市桃園區寶慶路427號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",25.018693979373,121.290066959937
"487","姊妹養生館","320台灣桃園市中壢區龍岡路三段104號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",24.937105272214,121.232456267005
"488","喬宥足體養生館","545台灣南投縣埔里鎮中正一路29號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩精油按摩局部護理芳療SPA泰式SPA掏耳朵洗頭",23.968910017968,120.964028025495
"489","天堂鳥指油壓","970台灣花蓮縣花蓮市富吉路76號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",23.995258991604,121.597061036898
"490","芸妃男女SPA","970台灣花蓮縣花蓮市富吉路76號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",23.995258991604,121.597061036898
"491","紅樓SPA養生館","970台灣花蓮縣花蓮市國聯三路42號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",23.99064701702,121.60416897461
"492","村竹養生坊 Changing Spa","973台灣花蓮縣吉安鄉自強路489號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩局部護理芳療SPA泰式SPA歐式SPA",23.985576007508,121.590863038595
"493","101生活館","801台灣高雄市前金區中華三路199-1號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",22.632392003495,120.294482018936
"494","養生殿泰國古式按摩","237台灣新北市三峽區復興路1號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",24.93588500886,121.374238031625
"495","芳琳越式養生洗頭","237台灣新北市三峽區復興路36-4號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理臉部按摩修凍甲修腳皮足湯芳療SPA泰式SPA被動式瑜伽踩背洗頭",24.936606020171,121.374130994721
"496","弘麒養生館","237台灣新北市三峽區長泰街79號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理足湯芳療SPA泰式SPA踩背",24.933108000519,121.375944000378
"497","子玲紓壓SPA館","247台灣新北市蘆洲區永平街32巷21弄2號","全身按摩肩頸按摩背部按摩指壓油壓泰式按摩歐式按摩瑞典式按摩台式按摩中式按摩深層組織按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理臉部護膚臉部按摩孕婦按摩芳療SPA美容SPA歐式SPA全身去角質",25.091741008261,121.45917202414
"498","水玲瓏男女美容名店","504台灣彰化縣秀水鄉彰水路一段678號","全身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",24.051652980992,120.512448968604
"499","蓁嬌媚養生館","504台灣彰化縣秀水鄉彰水路一段809號","全身按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理芳療SPA泰式SPA",24.052214400867,120.512545863405
"500","非常泰泰式按摩","237台灣新北市樹林區佳園路三段618號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩精油按摩局部護理足湯芳療SPA泰式SPA被動式瑜伽踩背",24.943728416666,121.379617537083
"501","金嵐多元複合養生館","802台灣高雄市苓雅區興中一路228-1號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿精油按摩局部護理臉部護膚臉部按摩修腳皮足湯芳療SPA泰式SPA踩背洗頭",22.616789006915,120.307374978581
"502","越美SPA按摩養生館","412台灣台中市大里區塗城路476號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",24.088172681671,120.70303391698
"503","詸鉁美容SPA館-烏日店","414台灣台中市烏日區中山路三段335號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",24.108473986438,120.606516972467
"504","詸鉁美容SPA館-霧峰店","413台灣台中市霧峰區中正路1187號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",24.071394290808,120.699418131588
"505","心水灣SPA會館","807台灣高雄市三民區建工路790-1號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",22.648418998648,120.31838997282
"506","唯楓男女時尚館","108台灣台北市萬華區萬大路309號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",25.024663989909,121.500549959718
"507","來來 養生館","338台灣桃園市蘆竹區大竹路577號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理足湯芳療SPA泰式SPA洗頭",25.024382399872,121.25849107339
"508","心之怡養生會館","236台灣新北市土城區明德路二段171號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",24.983124996062,121.447687978599
"509","喬薇SPA養生館","108台灣台北市萬華區內江街77號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",25.041625986361,121.504298011541
"510","周師父傳統整復推拿館","436台灣台中市清水區中清路九段468號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓台式按摩中式按摩穴道按摩理療按摩經絡按摩中式推拿拔罐刮痧局部護理筋骨整復",24.273920014628,120.557788526899
"511","佳人養生保健工作室","436台灣台中市清水區49-6 中央路","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理修凍甲修腳皮芳療SPA泰式SPA被動式瑜伽",24.274225996004,120.552676990886
"512","蘿姐養生按摩","436台灣台中市清水區中山路409號","全身按摩腳底按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩刮痧精油按摩局部護理足湯芳療SPA泰式SPA",24.272943019994,120.576802036062
"513","泰芹泰式按摩","435台灣台中市梧棲區大智路一段924號","全身按摩肩頸按摩背部按摩指壓油壓泰式按摩泰式古法休閒舒壓經絡按摩中式推拿精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",24.256841629557,120.541677912125
"514","足林養生館","970台灣花蓮縣花蓮市林森路16號","全身按摩半身按摩腳底按摩肩頸按摩背部按摩指壓油壓台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩足湯",23.975382984604,121.596837994455
"515","萬紫千紅舒活養生館","325台灣桃園市龍潭區中興路491-3號","全身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽踩背",24.871782811765,121.227020798822
"516","優越生活館","325台灣桃園市龍潭區中興路491-5號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿拔罐刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",24.871637008559,121.226994982561
"517","美樂士生活美容","325台灣桃園市龍潭區中興路555號","全身按摩半身按摩肩頸按摩背部按摩指壓油壓泰式按摩越式按摩台式按摩中式按摩休閒舒壓經絡按摩中式推拿刮痧精油按摩局部護理芳療SPA泰式SPA被動式瑜伽",24.871147002499,121.225108970527
